customer_id,customer_name,email,phone_number,city,state,country,signup_date,customer_segment,loyalty_status,customer_status
C2040,Sarah Branch,john33@example.org,629-311-1780x11814,Port Susan,Kentucky,Australia,2025-07-14,Premium,Silver,Active
C2041,Tricia Edwards,englisholivia@example.net,553-238-7443x107,Cassandraton,Michigan,Australia,2025-08-21,Retail,None,Active
C2042,Jason Clarke,lisa68@example.net,(283)372-0428,Katelynhaven,North Dakota,Australia,2023-04-08,Corporate,Silver,Active
C2043,Justin Gonzalez,ryanrodriguez@example.net,+1-871-453-6497x03432,Krausefort,Wyoming,Australia,2021-10-02,Corporate,None,Active
C2044,Tina Shelton,christopher68@example.net,(254)364-1280,North Bobbystad,South Carolina,India,2021-06-06,Retail,Bronze,Active
C2045,Lori Hernandez,lhahn@example.org,852-297-9350x04454,Lake Karen,Nevada,Australia,2023-05-30,Corporate,Bronze,Inactive
C2046,Jennifer Delacruz,barry74@example.org,873.892.6852,East Zacharyfurt,Washington,India,2025-07-23,Premium,Bronze,Inactive
C2047,Amy Jenkins,hintonamanda@example.com,(847)633-6252x7764,Lake Mollyburgh,New Jersey,USA,2024-04-10,Premium,Gold,Active
C2048,Ryan Sandoval,ymcknight@example.org,001-622-424-0807x6447,Sheilatown,California,Australia,2024-07-06,Corporate,None,Active
C2049,Cassidy Smith,trice@example.com,001-337-533-6252x367,New Christopher,California,India,2023-07-04,Corporate,Silver,Active
C2050,Michael Miller,millskyle@example.net,418.265.5220x3118,New Bryan,West Virginia,USA,2023-02-02,Premium,Gold,Active
C2051,Robert Stafford,timothy90@example.com,740.408.0994,East Craig,North Dakota,USA,2024-07-09,Retail,Bronze,Active
C2052,Michael Smith,psimmons@example.net,(267)440-5562x8452,Ramirezberg,Pennsylvania,Australia,2025-07-13,Premium,Silver,Active
C2053,Krystal Johnson,robert96@example.org,(707)665-7580,North Heatherhaven,Mississippi,Australia,2025-09-20,Retail,None,Active
C2054,Christopher Ruiz,georgegray@example.com,268.807.5164x01897,Lake Vickifurt,Tennessee,USA,2021-09-14,Retail,Silver,Active
C2055,Jared Hartman,christieenglish@example.net,001-858-264-0288x7187,South Anthony,Montana,India,2023-03-08,Premium,Gold,Active
C2056,Robert Gardner,ian42@example.com,(666)836-4314,Sarahhaven,Colorado,India,2021-10-18,Retail,Silver,Inactive
C2057,Hailey Mcbride,dillonmayer@example.com,386-639-7508,Mendozaview,North Carolina,USA,2022-05-14,Premium,Bronze,Inactive
C2058,Robin Proctor,patrickmoore@example.net,(931)702-8417,East Jamie,Hawaii,USA,2024-11-01,Retail,Gold,Inactive
C2059,Susan Welch,garrettjeffrey@example.com,(945)673-0025,South Lisashire,North Dakota,Australia,2024-10-26,Retail,None,Active
C2060,Lindsey Owens,underwoodxavier@example.com,350-465-4706x4642,Davidstad,Wyoming,India,2025-09-01,Corporate,Silver,Inactive
C2061,Aaron Brandt,stevenayers@example.com,865.923.7706x220,Michaelchester,Alaska,India,2024-02-21,Retail,Gold,Active
C2062,Matthew Mason,karenmurphy@example.net,520.747.5018,Paultown,Oregon,India,2022-02-27,Premium,Gold,Inactive
C2063,Jason Cain,amytodd@example.org,001-400-216-0168x836,Kathleenhaven,Missouri,Australia,2025-03-04,Retail,None,Inactive
C2064,Ronald Anderson,lmassey@example.net,(805)310-1874,Lake Jennifer,North Carolina,USA,2023-03-24,Corporate,None,Active
C2065,William Wood,andrew92@example.org,509.683.8687,Huberside,Louisiana,USA,2021-09-02,Corporate,Gold,Active
C2066,Tamara Carlson,elizabethrodriguez@example.com,2492047890,Timothyborough,Florida,USA,2022-12-17,Corporate,None,Inactive
C2067,Anna Winters,brittany45@example.org,904-859-7366x95021,Randallfurt,New Jersey,USA,2024-07-22,Retail,None,Inactive
C2068,Hannah Garcia,georgekenneth@example.net,001-943-205-3993x245,North Garyfort,West Virginia,USA,2025-04-29,Premium,Gold,Inactive
C2069,Bonnie Burns,ngarza@example.org,480.538.8752,Annport,Pennsylvania,Australia,2025-08-11,Corporate,Bronze,Active
C2070,Donald Wells,johnscarol@example.org,(365)452-1394x1908,Danielport,Utah,Australia,2021-08-19,Premium,Gold,Inactive
C2071,Shirley Fields,nprice@example.com,570.800.1132,North Amandaberg,New Mexico,India,2024-02-11,Corporate,Gold,Active
C2072,Laura George,xcurtis@example.net,001-494-345-6930x20389,Harmonside,Mississippi,India,2023-10-15,Retail,Bronze,Inactive
C2073,Melissa Holden,robert14@example.org,846-423-8414,Lake John,New York,India,2024-10-27,Retail,Gold,Active
C2074,Matthew Friedman,danielware@example.net,771-851-7107,Davidchester,Kentucky,Australia,2022-10-21,Premium,None,Inactive
C2075,James Brown,murphyvictoria@example.net,646-891-6780,Lake Michaelborough,North Dakota,Australia,2024-01-25,Retail,None,Active
C2076,Anita Martinez,toniwarner@example.net,813-715-8351x8297,North Phillipstad,Missouri,USA,2024-05-11,Premium,Bronze,Active
C2077,David Sutton,jaclynatkinson@example.org,876.689.6353,Brownborough,Minnesota,India,2021-12-28,Retail,Silver,Active
C2078,Lisa Anderson,wrightshannon@example.net,844.653.2545x2418,East Debraland,Tennessee,Australia,2024-12-17,Retail,Gold,Active
C2079,Richard Cruz,ecochran@example.net,813-809-1509x845,Fostermouth,Florida,USA,2021-10-24,Retail,None,Active
C2080,Leslie Ramirez,connie06@example.com,332.989.9227x90531,Port Eric,Ohio,Australia,2022-02-01,Retail,Bronze,Inactive
C2081,Brad Strickland,calvin03@example.org,(680)465-3465,Clarkchester,New Jersey,Australia,2025-07-05,Retail,Bronze,Inactive
C2082,Maria Armstrong,cgraham@example.org,+1-411-664-8300x0192,West Cody,Mississippi,USA,2025-12-10,Retail,None,Active
C2083,Kelly Thomas,rrichardson@example.com,817-246-8605x17257,North Amymouth,Iowa,USA,2023-06-26,Corporate,Silver,Active
C2084,Jose Horn,xnichols@example.com,693-490-2460,Davidtown,Maryland,USA,2021-06-02,Retail,Bronze,Inactive
C2085,April Obrien,tjones@example.com,682.517.0020,New Williamton,Idaho,Australia,2022-12-10,Corporate,Bronze,Inactive
C2086,Clinton Dennis,fkline@example.org,+1-499-858-9635,Hortonport,Illinois,USA,2025-03-12,Retail,Gold,Active
C2087,Jason Brown,johnsonrebecca@example.org,+1-648-953-0711x4205,North John,Alaska,USA,2022-10-10,Premium,Gold,Inactive
C2088,Kenneth Russell,bobby61@example.org,799.831.0996x27952,Jasonfurt,Indiana,USA,2025-12-27,Corporate,None,Active
C2089,Nicholas Mcconnell,ashleywelch@example.net,766.931.8443x62226,Lewismouth,New York,USA,2021-12-07,Corporate,None,Active
C2090,Kyle Sandoval,xholmes@example.net,361-440-0753x66492,East Kathryn,Ohio,Australia,2024-05-08,Corporate,Silver,Inactive
C2091,Martin Boyd,kathleenbell@example.net,787-596-6996x874,West Stephenmouth,Colorado,India,2022-03-21,Retail,None,Active
C2092,Garrett Terry,ashley04@example.com,715.219.0138x4844,North Cynthialand,Arkansas,India,2022-03-06,Corporate,None,Active
C2093,Nicholas Davis,harringtonjenna@example.org,230.289.2507x88360,East Rebeccaton,Ohio,Australia,2025-05-19,Premium,Bronze,Active
C2094,Joyce Morton,josephsanchez@example.org,527.903.9666,Parkchester,Kentucky,India,2024-03-17,Premium,Silver,Active
C2095,Christina Moore,dennismorrison@example.org,522.338.3363,Lake David,Illinois,Australia,2025-05-04,Premium,Bronze,Inactive
C2096,Richard Juarez,daniellesnow@example.com,706-878-5920x27609,North Lisa,Washington,USA,2021-05-14,Corporate,None,Inactive
C2097,Jeffrey Snow,akelley@example.com,433.979.3208x415,Justinhaven,South Carolina,USA,2024-04-29,Retail,Silver,Active
C2098,Renee Flynn,campbellalex@example.net,6598263779,Julieview,Washington,Australia,2022-12-02,Premium,None,Active
C2099,Regina Norris,arieljohnson@example.com,(668)659-8980,Elizabethville,Minnesota,India,2022-04-12,Corporate,Gold,Active
C2100,Ronald Walker,xjenkins@example.com,354.692.4105x5531,South Benjamin,Oklahoma,USA,2023-05-24,Premium,None,Inactive
C2101,Amy Rodriguez,phillip89@example.net,360.933.4525x205,New Stevenside,Nevada,USA,2023-01-09,Corporate,None,Inactive
C2102,Gina Cook,adam53@example.com,587.498.3863x870,West Angela,Oklahoma,India,2022-06-30,Corporate,Gold,Inactive
C2103,Mary Kane,smallnathan@example.org,852.437.6295x008,West Brandiborough,West Virginia,USA,2025-12-20,Retail,Silver,Inactive
C2104,Teresa Mann,raymond21@example.org,647.813.3322,Shortville,South Dakota,USA,2022-02-21,Corporate,Silver,Active
C2105,John Casey,nicolepowell@example.com,+1-927-677-9693x041,Patriciahaven,Arizona,India,2024-08-24,Retail,Gold,Active
C2106,Lisa Morton,kevin63@example.org,9314879966,Port Jermainehaven,Arizona,USA,2025-04-02,Premium,Gold,Active
C2107,Christopher Michael,williamcontreras@example.org,978-792-0398,Nancystad,Texas,Australia,2022-01-20,Retail,None,Active
C2108,Megan Vargas,rodney12@example.com,001-673-845-6205x8605,Brandonview,Kansas,USA,2023-12-18,Premium,Bronze,Active
C2109,Ms. Brooke Ramirez,zgonzalez@example.org,312.306.4440,Ashleyton,Arizona,USA,2025-04-26,Retail,None,Inactive
C2110,Suzanne Jackson,kevin33@example.com,558-739-4848x2064,West Scottstad,Ohio,Australia,2024-07-21,Premium,None,Inactive
C2111,Joseph Foster,paulapalmer@example.net,(652)964-3276x627,North Ashleyview,Washington,USA,2025-08-28,Corporate,Silver,Active
C2112,Ashley Palmer,wsoto@example.org,360.392.0781,Kimberlyburgh,Kentucky,USA,2025-12-22,Premium,None,Inactive
C2113,April Thomas,dmorgan@example.net,(349)764-6277x12698,Port Jose,North Carolina,Australia,2023-02-22,Corporate,None,Inactive
C2114,Matthew Williams,creynolds@example.net,(690)302-7175,Mahoneymouth,Maine,USA,2024-01-04,Corporate,Gold,Inactive
C2115,Tina Murphy,aaron91@example.net,(939)452-0894x957,South David,Alaska,USA,2021-10-13,Retail,Silver,Inactive
C2116,Melissa Hall,nclark@example.com,+1-692-270-6808x9784,Brownside,Florida,India,2025-03-07,Corporate,Gold,Active
C2117,Louis Garza,williamhill@example.org,319-541-1948,West Danielle,Vermont,USA,2022-03-28,Retail,Gold,Active
C2118,Daniel House,radkins@example.org,(651)567-5933,North Kimberly,Pennsylvania,USA,2025-08-29,Corporate,Gold,Inactive
C2119,Howard Henderson,bradydonna@example.org,886-597-9665x763,Karenview,South Carolina,India,2024-04-14,Corporate,Gold,Inactive
C2120,Jessica Brown,jonathan12@example.org,930.782.8961x31363,Roweburgh,Vermont,Australia,2026-02-01,Corporate,Bronze,Inactive
C2121,Charles Jackson,hawkinsjeremiah@example.net,(695)768-4556x54580,Dianachester,Wisconsin,Australia,2025-07-29,Retail,Silver,Inactive
C2122,Heather Brewer,barbarashannon@example.org,5118796307,Christopherton,Utah,Australia,2024-08-20,Premium,None,Inactive
C2123,Brittney Hartman,vincent23@example.org,589-488-5749x849,New Amy,Arkansas,India,2024-03-30,Retail,Bronze,Inactive
C2124,George Burke,shawjanice@example.com,(231)924-1760x37708,South Lawrence,Indiana,USA,2023-05-31,Premium,None,Inactive
C2125,Jennifer Gray,lawrence16@example.net,(764)953-7025x551,Hamiltonborough,Arizona,USA,2024-08-11,Retail,Bronze,Active
C2126,Paige Hammond,cmurphy@example.com,(696)318-8809x5833,Jordanmouth,New Hampshire,Australia,2021-11-18,Corporate,Gold,Active
C2127,Mario Payne,davidtaylor@example.com,+1-363-520-0691x6830,New Benjaminshire,Kansas,Australia,2024-09-27,Premium,None,Active
C2128,Jennifer Winters,kristinbradford@example.org,246.507.2275,Larrymouth,Maine,India,2023-12-02,Retail,Silver,Active
C2129,Brittany Michael,alyssa55@example.com,631.729.8257x58031,Lake Brittanyland,Texas,Australia,2024-01-21,Retail,Silver,Active
C2130,Jennifer Miller,harperstephen@example.com,001-652-975-2918x014,Patrickborough,Colorado,USA,2026-02-28,Retail,Bronze,Inactive
C2131,Thomas Blankenship,jamesterry@example.net,(894)501-1903x6039,Villarrealside,Florida,Australia,2023-12-17,Premium,Bronze,Inactive
C2132,Elizabeth Randall,peterlong@example.com,+1-708-297-4841,Karenborough,New Hampshire,USA,2021-11-29,Premium,None,Active
C2133,Jason Long,mshort@example.net,522.847.6319x7018,Lake Alisonport,Utah,USA,2022-07-03,Premium,None,Inactive
C2134,Carla Robinson,michelecross@example.org,+1-961-462-4419,Lake Andrew,Rhode Island,USA,2022-08-26,Retail,Silver,Active
C2135,Robert Fields,josephhamilton@example.com,(527)544-1174,East Christopherland,Alaska,India,2024-12-31,Corporate,Silver,Inactive
C2136,Ashley Smith,andrew18@example.com,811-648-4513,North Chadtown,Connecticut,India,2021-09-28,Premium,Bronze,Inactive
C2137,Timothy Martin,andrew62@example.org,898.842.4463,New Alicia,Texas,Australia,2024-05-24,Corporate,Bronze,Active
C2138,Brenda Brown,dford@example.com,001-249-346-7163x3477,Greeneton,Michigan,India,2023-09-27,Premium,Silver,Inactive
C2139,Kyle Coleman DDS,hicksstephen@example.com,(756)495-7245x405,Jonesstad,Connecticut,Australia,2026-03-24,Corporate,None,Active
C2140,Gregory Thompson,amberlawson@example.com,+1-924-814-2810x0016,Port Mandy,Delaware,Australia,2024-01-18,Retail,Silver,Inactive
C2141,Michael Silva,kristensmith@example.net,7809500497,Romanport,Montana,Australia,2022-03-06,Retail,None,Inactive
C2142,Paul Davis,wongmonica@example.net,(673)354-3677x438,Denniston,Utah,USA,2021-12-14,Corporate,Silver,Active
C2143,Lauren Johnson,teresapark@example.org,3238344531,Port Jacqueline,New Mexico,USA,2022-01-21,Premium,Gold,Inactive
C2144,Chloe Meyer,reynoldsfrancis@example.org,456.794.0761x4029,South Lisa,Georgia,India,2023-07-22,Corporate,Gold,Active
C2145,Christine Ingram,laurenmorales@example.net,817.331.9382x3761,Westbury,Indiana,USA,2025-03-22,Corporate,Gold,Active
C2146,Roger Johnson,ihodges@example.org,001-523-643-6205x33737,Aaronberg,Iowa,USA,2025-07-15,Corporate,Gold,Inactive
C2147,Brittany Arnold,wattslauren@example.com,(204)535-6942,Port Sheritown,Ohio,USA,2023-01-10,Retail,None,Inactive
C2148,Ryan Perry,kiddaaron@example.com,001-380-823-5459,Lake Jenna,Oregon,USA,2026-02-14,Retail,None,Active
C2149,Erin Williams,twolf@example.net,4614583014,Kellyhaven,Delaware,USA,2023-03-18,Corporate,Gold,Inactive
C2150,Gail Thompson,vpatrick@example.com,596.587.0283x134,West Adrienne,Pennsylvania,USA,2024-12-15,Premium,None,Inactive
C2151,Maureen James,perezzachary@example.org,809.762.3314x5763,Maddoxshire,New Mexico,India,2023-10-05,Retail,None,Active
C2152,Nicole Cowan,allenamber@example.org,(265)207-9467x482,Jenniferburgh,New Hampshire,India,2021-09-10,Premium,Bronze,Active
C2153,Trevor Holmes,justindavis@example.com,(330)353-4617x64313,East Adam,Utah,USA,2021-05-01,Retail,Gold,Inactive
C2154,Brooke Davis,tgentry@example.org,+1-934-781-2289x260,South Jonathan,Oklahoma,India,2026-02-20,Retail,None,Active
C2155,Adrian Nichols,nwelch@example.net,(916)987-5788,Lake Benjamin,Idaho,India,2025-06-21,Retail,Bronze,Inactive
C2156,Christina Lambert,uray@example.org,001-347-478-6642x553,West Victoriaville,Arkansas,Australia,2023-10-12,Premium,None,Inactive
C2157,David Bell,moniquenorris@example.org,(317)323-1085x466,Port Monicaville,Florida,Australia,2021-10-28,Premium,Gold,Active
C2158,Justin Carter,dbrowning@example.net,798.948.0396,Edwinton,Louisiana,USA,2024-04-15,Premium,Bronze,Inactive
C2159,Kristi Shea,catherine72@example.com,(251)269-4048x4356,Port Jessicaton,Oregon,USA,2022-06-06,Corporate,Gold,Active
C2160,Kyle Castillo,wendygaines@example.net,507.952.7174x8216,Andrewville,West Virginia,Australia,2025-05-20,Premium,Silver,Active
C2161,Russell Bailey,hfreeman@example.net,450.331.8437x07451,Lake Feliciaport,Oregon,Australia,2026-01-07,Premium,Bronze,Inactive
C2162,Philip Callahan,michael27@example.org,(973)680-8420,Kristentown,Maine,Australia,2024-06-28,Retail,None,Active
C2163,Patricia Bridges,richardalexander@example.com,908-616-3287,Port John,California,USA,2025-01-10,Corporate,Silver,Inactive
C2164,Kevin Parker,john31@example.com,+1-353-227-7483,Katrinaton,Minnesota,Australia,2022-11-05,Premium,None,Inactive
C2165,Renee Cervantes,vlewis@example.org,(733)890-0458,Michaelfurt,Pennsylvania,USA,2022-09-05,Corporate,None,Active
C2166,Amanda Barajas,xbarnett@example.net,+1-415-484-1725x739,West Charlotte,Nebraska,Australia,2025-06-20,Retail,None,Active
C2167,Kristina Jenkins,joyce41@example.org,209-335-0111x01885,East Robertstad,Alabama,India,2023-11-27,Retail,Bronze,Active
C2168,Timothy Cunningham,wandafleming@example.org,905.757.8575x2287,Adamsmouth,South Carolina,USA,2024-03-12,Retail,Gold,Active
C2169,Randall Page,brady47@example.org,816-411-8813x3163,East Nicholas,Oregon,India,2021-10-22,Retail,None,Active
C2170,Nicole Lewis,romanrobert@example.org,7317633037,Markland,Kentucky,India,2025-11-05,Retail,None,Inactive
C2171,Jeremiah Mckinney,moorechristopher@example.com,+1-990-832-4947x2167,North Donaldview,Iowa,India,2023-03-20,Retail,Silver,Inactive
C2172,Jeremy Taylor,itorres@example.com,220.919.1810x347,New Jose,Kentucky,India,2024-07-31,Premium,None,Inactive
C2173,Gary Gillespie,jeffphillips@example.com,(419)204-6697x10853,Petersonfort,Iowa,India,2024-11-11,Retail,None,Active
C2174,Amber Williams,mariashaw@example.org,+1-940-616-6597x14542,Lake Stephanie,Louisiana,USA,2024-06-11,Retail,Bronze,Active
C2175,Karen Reese,timothymurray@example.org,445-335-8111x5611,Anthonyland,Utah,USA,2021-07-12,Premium,Silver,Active
C2176,Anthony Hines,justin76@example.com,576-776-7101x01892,West Elizabeth,New Hampshire,Australia,2025-07-22,Corporate,Silver,Active
C2177,James Huffman,lopezkathleen@example.net,(683)259-4821,South Angelaville,Pennsylvania,Australia,2024-09-13,Corporate,None,Inactive
C2178,Samuel Sharp,xcastro@example.org,001-810-309-1096x0475,Jacksonview,Iowa,USA,2025-10-18,Corporate,Bronze,Active
C2179,Samantha James,samuellester@example.com,7843210949,Gonzalezside,New Hampshire,Australia,2022-04-10,Premium,Gold,Active
C2180,Alexandra Beard,osampson@example.net,001-908-839-5328x80689,Davidburgh,Kansas,Australia,2024-06-11,Premium,Gold,Inactive
C2181,Brett Preston,iwelch@example.org,(922)801-1995x770,North Robert,Illinois,USA,2026-03-21,Retail,Silver,Active
C2182,Clarence Stone,dudleysheri@example.com,675.478.5671x63394,Arnoldborough,South Carolina,USA,2023-10-07,Retail,Bronze,Inactive
C2183,Kim Edwards,adamssarah@example.com,342-919-8141x475,Lake Jameshaven,South Dakota,USA,2021-12-14,Retail,Gold,Inactive
C2184,James Wilson,lwilliams@example.net,6082677228,Phillipsbury,Nebraska,India,2025-11-05,Retail,Gold,Active
C2185,Theresa Gonzalez,reyesbrian@example.net,001-414-828-6419,Jasonstad,Ohio,India,2024-10-23,Corporate,Gold,Active
C2186,Aaron Stephens,weaverzachary@example.com,001-734-735-0673x46119,Quinnport,Connecticut,Australia,2026-01-21,Retail,Bronze,Active
C2187,Christian Hall,nathanielsoto@example.org,001-305-470-9364,West Brandonberg,Wyoming,USA,2022-09-10,Corporate,None,Inactive
C2188,Kenneth Wilkinson,frodriguez@example.org,001-552-242-7019x281,North Amanda,Texas,USA,2022-07-21,Retail,Gold,Inactive
C2189,Amy Davis,steven98@example.net,547-376-1284,North Amberburgh,West Virginia,India,2024-07-31,Retail,None,Active
C2190,Curtis Hoffman,joanna81@example.com,001-865-887-2594x6714,Wendyhaven,New Mexico,USA,2021-09-05,Retail,None,Active
C2191,Jason Rowe,richardtaylor@example.net,5265710559,Michaelside,Florida,India,2024-09-24,Retail,Bronze,Active
C2192,Dr. Amy Davis DDS,kbaldwin@example.net,(648)215-6808x909,Nicolefort,Vermont,USA,2022-12-30,Corporate,None,Inactive
C2193,Sean Lopez,beckergreg@example.com,674-215-9939x9591,Browningview,Arkansas,Australia,2024-10-09,Corporate,Gold,Active
C2194,Carla Ramsey,isaunders@example.org,(800)914-1979,North Steven,Georgia,India,2025-08-15,Premium,Gold,Inactive
C2195,Ralph Sutton,armstrongjessica@example.com,367-987-2258x939,Danielshire,Virginia,Australia,2025-10-19,Corporate,Silver,Inactive
C2196,Charles Smith,christopher26@example.com,+1-278-668-0929x00827,Ericaburgh,Rhode Island,USA,2025-02-21,Corporate,None,Inactive
C2197,Bruce Callahan,jrodriguez@example.com,645-665-5388x539,Rileychester,Kansas,India,2022-11-27,Premium,None,Active
C2198,Mrs. Stephanie Johnson,amandabright@example.com,(772)292-3637,Lake Douglas,South Carolina,India,2023-04-27,Premium,Silver,Inactive
C2199,Randall Abbott,fergusongeorge@example.org,001-818-756-7331x00131,South Lisaburgh,New York,India,2025-01-06,Retail,Gold,Active
C2200,Daniel Alvarez,bmadden@example.net,522.855.4821x8685,Greenton,Colorado,Australia,2025-05-12,Premium,None,Inactive
C2201,Penny Contreras,antonio77@example.net,619.420.3277x526,Cooperland,Alaska,Australia,2025-05-25,Corporate,None,Active
C2202,Dana Barrera,thomastorres@example.com,001-295-943-6413,Weaverton,Vermont,India,2022-05-16,Corporate,Gold,Inactive
C2203,Lisa Scott,weaverkevin@example.net,878-413-6619,Halltown,Montana,USA,2024-08-03,Corporate,Silver,Active
C2204,Christina Key,spencer75@example.org,550-890-0233,Kimberlychester,Colorado,USA,2021-11-06,Premium,Gold,Inactive
C2205,Yvette Green,christinewright@example.com,001-745-782-7527x4730,Powellfurt,Kansas,India,2024-05-17,Premium,Silver,Inactive
C2206,Mrs. Angelica Glover DDS,lswanson@example.net,753.666.3727x899,Cassandrachester,Nebraska,USA,2023-06-03,Premium,Gold,Inactive
C2207,Laurie Harris,luispatel@example.net,2017992937,Port Melanieton,Rhode Island,USA,2022-12-05,Premium,Gold,Inactive
C2208,Patrick Kramer,bjuarez@example.org,+1-720-270-5559x48718,Lake Ginachester,Utah,USA,2022-09-19,Retail,None,Active
C2209,Wendy Perry,kristin93@example.net,+1-411-963-6407x5664,Hunterfort,New Mexico,USA,2025-01-04,Premium,Bronze,Inactive
C2210,Yvette Newman,jasmine35@example.net,562-472-6520x115,Lake Rebeccafurt,Tennessee,Australia,2026-03-24,Premium,None,Inactive
C2211,Caroline Holmes,carrollwilliam@example.org,880-462-0184x4314,Andreton,Alabama,India,2023-11-21,Premium,None,Inactive
C2212,Christopher Gross,sosakristin@example.com,243-833-5790,Danielletown,Massachusetts,Australia,2021-10-02,Premium,None,Inactive
C2213,Jeremy Jenkins,wdouglas@example.org,989.220.0535,Port Troyview,New Mexico,Australia,2022-07-25,Retail,Silver,Active
C2214,Luis Stevens,salazarrussell@example.org,001-825-624-3250,New Danielle,Pennsylvania,Australia,2022-02-06,Retail,Bronze,Inactive
C2215,Joseph Miller,gregorymullen@example.org,604.621.6832x0714,Davisshire,Virginia,India,2025-07-09,Premium,None,Active
C2216,Charles Brown,caleb34@example.com,858.401.4850x6519,Ruizburgh,Oklahoma,USA,2025-05-25,Premium,None,Active
C2217,Ryan Massey,troberts@example.net,(487)686-9977x406,Allenmouth,Missouri,Australia,2021-06-28,Premium,None,Active
C2218,Deanna Heath,scott07@example.com,285.609.8016x81690,Reesebury,Texas,USA,2025-05-20,Retail,None,Inactive
C2219,Larry Thompson,zmurray@example.org,(417)412-5784,Port Maria,South Dakota,USA,2026-04-21,Premium,Bronze,Active
C2220,Kathleen Johns,jessicastewart@example.com,(457)433-9251x79206,Gonzalesfurt,Idaho,Australia,2024-01-09,Retail,Silver,Inactive
C2221,Lee Cisneros,pamela06@example.org,(723)203-8897x03803,Maryland,Illinois,Australia,2025-12-23,Retail,None,Inactive
C2222,Scott Myers,drojas@example.com,(740)287-4979,Port Alexandrachester,Hawaii,India,2021-09-29,Corporate,Bronze,Active
C2223,Mark Rodriguez,ginacarlson@example.com,523-771-6554x58550,East Carlaville,California,India,2022-08-09,Corporate,Silver,Inactive
C2224,Amy Williams,aarontaylor@example.org,(227)810-4584,Lake Brianmouth,South Carolina,USA,2021-08-06,Corporate,None,Active
C2225,John Brown,amber28@example.com,645.958.4613x65409,Wattsberg,New Jersey,India,2025-07-23,Retail,None,Active
C2226,Joshua Riley,lopezjohn@example.net,7788291364,Wrightmouth,Iowa,India,2025-11-03,Premium,Bronze,Inactive
C2227,Jennifer Diaz,odelgado@example.org,764.205.6227,Bernardchester,Utah,USA,2024-11-06,Corporate,Gold,Inactive
C2228,Michael Keller,nelsondennis@example.com,(729)487-0644x0682,Sandrashire,Minnesota,USA,2026-04-19,Retail,None,Inactive
C2229,Kimberly Simpson,thomaskristy@example.org,+1-987-881-7640,Lake Amy,Kentucky,Australia,2021-06-13,Corporate,Gold,Active
C2230,April Smith,cbrown@example.org,763-611-0862x957,Kimberlyland,Delaware,Australia,2021-12-02,Premium,None,Active
C2231,Anthony King,apittman@example.com,(479)756-3621x485,Jacobview,New York,India,2023-04-19,Retail,Silver,Inactive
C2232,Bryan Serrano,ialexander@example.net,2419809191,Danastad,West Virginia,Australia,2024-01-11,Premium,Gold,Active
C2233,Erin Pena,nathanrodriguez@example.com,001-566-836-8358,East Collin,New York,India,2023-09-14,Retail,Gold,Inactive
C2234,Laura Howard,udavis@example.com,678.911.3982x62255,Smallfurt,Montana,India,2022-02-15,Retail,Gold,Inactive
C2235,Robert Richardson,jeffery73@example.com,482.558.7729x57385,Hensleyland,Vermont,Australia,2025-06-05,Premium,Bronze,Inactive
C2236,Samantha Vaughn,michael16@example.org,453-356-2211,Petersenberg,Missouri,Australia,2024-03-18,Corporate,Silver,Active
C2237,Ryan Pitts,payers@example.net,+1-331-623-3809x336,West Steven,Nebraska,USA,2021-12-13,Premium,Silver,Active
C2238,Denise Noble,fosterlisa@example.com,001-576-313-5953x76965,Lake Andrewborough,Wyoming,India,2022-05-05,Corporate,Silver,Inactive
C2239,Eric Dudley,thomaschelsea@example.org,001-916-616-9147x31764,West Cameron,New Mexico,Australia,2022-05-03,Corporate,None,Inactive
C2240,Audrey Travis,qpeters@example.com,001-524-985-5596x7385,Lake Vincentville,Arkansas,Australia,2026-03-12,Retail,Silver,Inactive
C2241,Thomas Rodriguez,njohnson@example.net,756-355-2128x589,East Jeremy,Nevada,USA,2025-03-16,Premium,Bronze,Active
C2242,Justin Mcguire,todd97@example.org,+1-916-418-4261,Karenfort,Wyoming,Australia,2025-03-25,Corporate,Gold,Active
C2243,Brett Taylor,gwest@example.org,(749)735-0159x40932,Adkinsbury,Pennsylvania,Australia,2024-09-14,Premium,None,Inactive
C2244,Laurie Harris,tbentley@example.com,001-321-233-9044x7341,North Jonathan,Mississippi,India,2022-06-18,Retail,Gold,Active
C2245,Kendra Padilla DVM,kyliearnold@example.com,802.638.8115x5711,Lake Zachary,West Virginia,Australia,2024-01-05,Premium,Bronze,Active
C2246,Tonya Baxter,benjamin42@example.org,7417127089,Pateltown,Idaho,Australia,2022-07-26,Corporate,None,Inactive
C2247,Maria Stone,gailwheeler@example.org,622-558-3454,Port Aliciamouth,Indiana,India,2023-03-06,Corporate,Bronze,Inactive
C2248,Emily Morgan,maciasjeanette@example.com,4235505071,New Eric,Missouri,USA,2022-04-28,Retail,Silver,Inactive
C2249,Heidi Gould,gjordan@example.org,275.930.9028,South Brooke,Virginia,Australia,2025-04-03,Premium,Silver,Active
C2250,Scott Andrews,joshuarodriguez@example.org,581.658.4675x754,South David,Utah,Australia,2024-09-10,Corporate,Gold,Inactive
C2251,Ariel Phillips,mirandanorton@example.org,(821)669-6861,Thompsonberg,Florida,USA,2022-09-06,Premium,None,Inactive
C2252,Dillon Hill,otaylor@example.org,4873768910,Port Thomashaven,Arizona,India,2023-11-08,Premium,Bronze,Active
